"obj_id","ra","dec","filter","mjd","instrument_id","instrument_name","ra_unc","dec_unc","origin","id","altdata","mag","magerr","magsys","limiting_mag"
"ZTF21abbyhvw","166.9945036","36.875633","ztfi","59358.19763890002","1","ZTF","","","None","125218095","","18.1697998046875","0.0830330029129982","ab","19.213558732291187"
"ZTF21abbyhvw","166.9944765","36.8756423","ztfr","59371.223275499884","1","ZTF","","","None","125218089","","17.322500228881836","0.04816199839115142","ab","18.957624770841136"
"ZTF21abbyhvw","","","ztfg","59385.1999189998","1","ZTF","","","None","129852392","","","","ab","19.315500259399414"
"ZTF21abbyhvw","166.9945048","36.8756484","ztfr","59373.21912040003","1","ZTF","","","None","125218090","","17.37299919128418","0.046061001718044274","ab","19.056551533849085"
"ZTF21abbyhvw","166.9944857","36.8756249","ztfg","59373.26564810006","1","ZTF","","","None","125218091","","18.250900268554688","0.07045000046491622","ab","19.473083556867607"
"ZTF21abbyhvw","166.9945013","36.875646","ztfr","59375.22508100001","1","ZTF","","","None","125218092","","17.457199096679688","0.04863199964165687","ab","19.081779567830324"
"ZTF21abbyhvw","","","ztfg","59324.18665509997","1","ZTF","","","None","130074142","","","","ab","20.225200653076172"
"ZTF21abbyhvw","","","ztfr","59324.215972200036","1","ZTF","","","None","130074143","","","","ab","20.02869987487793"
"ZTF21abbyhvw","","","ztfi","59325.24118060013","1","ZTF","","","None","130074144","","","","ab","19.763900756835938"
"ZTF21abbyhvw","","","ztfg","59328.2182407002","1","ZTF","","","None","130074145","","","","ab","19.47369956970215"
"ZTF21abbyhvw","","","ztfr","59328.2355324002","1","ZTF","","","None","130074146","","","","ab","19.586700439453125"
"ZTF21abbyhvw","","","ztfg","59334.20347219985","1","ZTF","","","None","130074147","","","","ab","20.656200408935547"
"ZTF21abbyhvw","","","ztfr","59334.261111100204","1","ZTF","","","None","130074148","","","","ab","20.25119972229004"
"ZTF21abbyhvw","","","ztfi","59334.2978356001","1","ZTF","","","None","130074149","","","","ab","19.725200653076172"
"ZTF21abbyhvw","166.9945334","36.8756408","ztfi","59367.324282399844","1","ZTF","","","None","125218096","","17.631900787353516","0.064240001142025","ab","18.954272726466694"
"ZTF21abbyhvw","166.9944954","36.8756549","ztfi","59370.187893500086","1","ZTF","","","None","125218097","","17.54010009765625","0.05231399834156036","ab","19.085441101049327"
"ZTF21abbyhvw","166.9944968","36.8756585","ztfi","59377.204699099995","1","ZTF","","","None","125218098","","17.619060516357422","0.06072781607508659","ab","19.00247714774339"
"ZTF21abbyhvw","","","ztfr","59350.2240046002","1","ZTF","","","None","130074168","","","","ab","20.155099868774414"
"ZTF21abbyhvw","166.9944682","36.8756176","ztfr","59353.194294000044","1","ZTF","","","None","130074169","","19.498249053955078","0.15532839298248294","ab","20.128334045410156"
"ZTF21abbyhvw","166.9945328","36.8756368","ztfg","59353.2185531999","1","ZTF","","","None","130074170","","19.219444274902344","0.11076938360929489","ab","20.147443771362305"
"ZTF21abbyhvw","166.9944224","36.875607","ztfi","59354.20549769979","1","ZTF","","","None","130074171","","19.19542694091797","0.19297435879707336","ab","19.335372924804688"
"ZTF21abbyhvw","166.9944962","36.8756276","ztfr","59355.19437499996","1","ZTF","","","None","130074172","","18.60729217529297","0.12464934587478638","ab","19.75309181213379"
"ZTF21abbyhvw","166.9945473","36.8756677","ztfg","59355.2666782001","1","ZTF","","","None","130074173","","18.372743606567383","0.08847267180681229","ab","19.418319702148438"
"ZTF21abbyhvw","166.9945036","36.875633","ztfi","59358.19763890002","1","ZTF","","","None","130074174","","18.16982078552246","0.08303304016590118","ab","19.467226028442383"
"ZTF21abbyhvw","166.9945006","36.8756629","ztfg","59358.24491900019","1","ZTF","","","None","130074175","","17.83664321899414","0.0709209218621254","ab","19.38033103942871"
"ZTF21abbyhvw","166.9944911","36.8756624","ztfr","59358.2858564998","1","ZTF","","","None","130074176","","17.920833587646484","0.06585463136434555","ab","19.435331344604492"
"ZTF21abbyhvw","","","ztfg","59336.24361110013","1","ZTF","","","None","130074150","","","","ab","20.595399856567383"
"ZTF21abbyhvw","166.9944952","36.8756129","ztfr","59385.22506939992","1","ZTF","","","None","129852393","","17.951841354370117","0.06615883111953734","ab","19.242257584492183"
"ZTF21abbyhvw","","","ztfr","59336.30722220009","1","ZTF","","","None","130074151","","","","ab","20.520700454711914"
"ZTF21abbyhvw","","","ztfg","59338.19839120004","1","ZTF","","","None","130074152","","","","ab","20.744699478149414"
"ZTF21abbyhvw","166.9944804","36.8756567","ztfr","59361.199780100025","1","ZTF","","","None","130074177","","17.60198974609375","0.04856397584080696","ab","20.03049659729004"
"ZTF21abbyhvw","166.9944952","36.8756129","ztfr","59385.22506939992","1","ZTF","","","None","137355241","","17.951799392700195","0.06615900248289108","ab","19.24221281057251"
"ZTF21abbyhvw","166.9945173","36.8756495","ztfg","59361.25810190011","1","ZTF","","","None","130074178","","17.657129287719727","0.06067373603582383","ab","19.468809127807617"
"ZTF21abbyhvw","166.9944644","36.8756644","ztfr","59363.186273099855","1","ZTF","","","None","130074179","","17.498994827270508","0.05324794352054596","ab","20.56005859375"
"ZTF21abbyhvw","","","ztfr","59338.2448148001","1","ZTF","","","None","130074153","","","","ab","20.48189926147461"
"ZTF21abbyhvw","","","ztfi","59339.203125","1","ZTF","","","None","130074154","","","","ab","19.885299682617188"
"ZTF21abbyhvw","","","ztfi","59383.27956019994","1","ZTF","","","None","137355242","","","","ab","18.49139976501465"
"ZTF21abbyhvw","","","ztfg","59340.19879630022","1","ZTF","","","None","130074155","","","","ab","20.704599380493164"
"ZTF21abbyhvw","","","ztfr","59340.28666670015","1","ZTF","","","None","130074156","","","","ab","20.483400344848633"
"ZTF21abbyhvw","166.9945009","36.875654","ztfg","59363.222951400094","1","ZTF","","","None","130074180","","17.550935745239258","0.04848094284534454","ab","20.47276496887207"
"ZTF21abbyhvw","166.9944942","36.8756535","ztfr","59365.18768520001","1","ZTF","","","None","130074181","","17.4139461517334","0.038917336612939835","ab","20.485280990600586"
"ZTF21abbyhvw","","","ztfr","59408.1800694","1","ZTF","","","None","137355243","","","","ab","19.534799575805664"
"ZTF21abbyhvw","","","ztfi","59342.19164349977","1","ZTF","","","None","130074157","","","","ab","19.875699996948242"
"ZTF21abbyhvw","166.9945072","36.8756589","ztfg","59365.19659719989","1","ZTF","","","None","130074182","","17.603759765625","0.04729579761624336","ab","20.60801124572754"
"ZTF21abbyhvw","","","ztfr","59408.18103010021","1","ZTF","","","None","137355244","","","","ab","19.541900634765625"
"ZTF21abbyhvw","166.9944925","36.8756518","ztfr","59367.199213000014","1","ZTF","","","None","130074183","","17.391321182250977","0.04190767928957939","ab","20.288328170776367"
"ZTF21abbyhvw","","","ztfg","59342.240266200155","1","ZTF","","","None","130074158","","","","ab","20.776599884033203"
"ZTF21abbyhvw","","","ztfr","59342.282627299894","1","ZTF","","","None","130074159","","","","ab","20.483800888061523"
"ZTF21abbyhvw","166.9944936","36.8756776","ztfr","59408.18200229993","1","ZTF","","","None","137355245","","18.82440757751465","0.16100536286830902","ab","19.149192511536903"
"ZTF21abbyhvw","","","ztfr","59344.21321759978","1","ZTF","","","None","130074160","","","","ab","20.578100204467773"
"ZTF21abbyhvw","166.9944988","36.875649","ztfg","59367.241388900205","1","ZTF","","","None","130074184","","17.67978286743164","0.04984875023365021","ab","20.449430465698242"
"ZTF21abbyhvw","166.9945334","36.8756408","ztfi","59367.324282399844","1","ZTF","","","None","130074185","","17.63191795349121","0.06424012035131454","ab","19.14495277404785"
"ZTF21abbyhvw","166.9944936","36.8756776","ztfr","59408.18200229993","1","ZTF","","","None","137355481","","18.824399948120117","0.16100500524044034","ab","19.1491872938009"
"ZTF21abbyhvw","166.9945032","36.8756423","ztfg","59369.22212960012","1","ZTF","","","None","130074186","","17.820890426635742","0.05206051096320152","ab","20.605314254760742"
"ZTF21abbyhvw","","","ztfg","59344.259131900035","1","ZTF","","","None","130074161","","","","ab","20.751399993896484"
"ZTF21abbyhvw","","","ztfr","59346.30465279985","1","ZTF","","","None","130074162","","","","ab","20.21929931640625"
"ZTF21abbyhvw","166.9944954","36.8756549","ztfi","59370.187893500086","1","ZTF","","","None","130074187","","17.540075302124023","0.052313730120658875","ab","19.746381759643555"
"ZTF21abbyhvw","166.9944641","36.8756676","ztfr","59408.182963000145","1","ZTF","","","None","137355482","","18.69046974182129","0.11641056835651398","ab","19.367374506876963"
"ZTF21abbyhvw","166.9944765","36.8756423","ztfr","59371.223275499884","1","ZTF","","","None","130074188","","17.32248878479004","0.048162221908569336","ab","20.343639373779297"
"ZTF21abbyhvw","","","ztfg","59346.36986109987","1","ZTF","","","None","130074163","","","","ab","20.0403995513916"
"ZTF21abbyhvw","","","ztfr","59348.19810190005","1","ZTF","","","None","130074164","","","","ab","20.60070037841797"
"ZTF21abbyhvw","166.9945048","36.8756484","ztfr","59373.21912040003","1","ZTF","","","None","130074189","","17.37302589416504","0.046060748398303986","ab","20.29701042175293"
